Voltage U1	Corriente IA
5,66	0,02
5,68	0,02
5,71	0,02
5,73	0,02
5,76	0,01
5,78	0,01
5,81	0,01
5,83	0,01
5,86	0,02
5,88	0,01
5,90	0,01
5,93	0,02
5,95	0,01
5,98	0,01
6,00	0,01
6,03	0,01
6,05	0,01
6,08	0,01
6,10	0,01
6,12	0,01
6,15	0,01
6,17	0,01
6,20	0,01
6,22	0,01
6,25	0,02
6,27	0,02
6,30	0,02
6,32	0,02
6,34	0,02
6,37	0,02
6,39	0,02
6,42	0,02
6,44	0,03
6,47	0,03
6,49	0,03
6,52	0,03
6,54	0,03
6,56	0,03
6,59	0,03
6,61	0,03
6,64	0,03
6,66	0,03
6,69	0,03
6,71	0,03
6,73	0,04
6,76	0,04
6,78	0,04
6,81	0,04
6,83	0,04
6,86	0,04
6,88	0,04
6,91	0,03
6,93	0,03
6,95	0,03
6,98	0,03
7,00	0,03
7,03	0,03
7,05	0,03
7,08	0,03
7,10	0,02
7,13	0,02
7,15	0,02
7,17	0,02
7,20	0,02
7,22	0,03
7,25	0,03
7,27	0,03
7,30	0,02
7,32	0,02
7,35	0,02
7,37	0,02
7,39	0,02
7,42	0,02
7,44	0,02
7,47	0,02
7,49	0,02
7,52	0,02
7,54	0,02
7,57	0,02
7,59	0,02
7,61	0,02
7,64	0,02
7,66	0,02
7,69	0,01
7,71	0,01
7,74	0,01
7,76	0,01
7,78	0,02
7,81	0,02
7,83	0,02
7,86	0,02
7,88	0,02
7,91	0,02
7,93	0,02
7,96	0,02
7,98	0,03
8,00	0,03
8,03	0,03
8,05	0,03
8,08	0,03
8,10	0,03
8,13	0,03
8,15	0,03
8,18	0,04
8,20	0,04
8,22	0,04
8,25	0,04
8,27	0,04
8,30	0,04
8,32	0,04
8,35	0,04
8,37	0,04
8,40	0,04
8,42	0,04
8,44	0,04
8,47	0,04
8,49	0,04
8,52	0,04
8,54	0,04
8,57	0,04
8,59	0,04
8,62	0,04
8,64	0,04
8,66	0,04
8,69	0,04
8,71	0,04
8,74	0,03
8,76	0,04
8,79	0,04
8,81	0,04
8,84	0,03
8,86	0,03
8,88	0,03
8,91	0,03
8,93	0,03
8,96	0,03
8,98	0,03
9,01	0,03
9,03	0,03
9,05	0,03
9,08	0,03
9,10	0,03
9,13	0,03
9,15	0,03
9,18	0,03
9,20	0,03
9,23	0,02
9,25	0,02
9,27	0,02
9,30	0,02
9,32	0,02
9,35	0,02
9,37	0,02
9,40	0,02
9,42	0,02
9,45	0,02
9,47	0,02
9,49	0,02
9,52	0,02
9,54	0,02
9,57	0,02
9,59	0,02
9,62	0,02
9,64	0,02
9,67	0,02
9,69	0,02
9,71	0,02
9,74	0,02
9,76	0,02
9,79	0,03
9,81	0,03
9,84	0,03
9,86	0,03
9,89	0,03
9,91	0,04
9,93	0,04
9,96	0,04
9,98	0,04
10,01	0,04
10,03	0,04
10,06	0,03
10,08	0,03
10,10	0,04
10,13	0,04
10,15	0,04
10,18	0,04
10,20	0,04
10,23	0,04
10,25	0,04
10,28	0,03
10,30	0,04
10,32	0,04
10,35	0,04
10,37	0,04
10,40	0,04
10,42	0,04
10,45	0,04
10,47	0,04
10,50	0,04
10,52	0,04
10,54	0,04
10,57	0,04
10,59	0,04
10,62	0,04
10,64	0,04
10,67	0,04
10,69	0,04
10,72	0,04
10,74	0,04
10,76	0,03
10,79	0,03
10,81	0,03
10,84	0,03
10,86	0,03
10,89	0,03
10,91	0,03
10,94	0,03
10,96	0,03
10,98	0,03
11,01	0,03
11,03	0,03
11,06	0,03
11,08	0,03
11,11	0,03
11,13	0,03
11,15	0,03
11,18	0,03
11,20	0,03
11,23	0,03
11,25	0,03
11,28	0,02
11,30	0,02
11,33	0,02
11,35	0,03
11,37	0,03
11,40	0,03
11,42	0,03
11,45	0,03
11,47	0,03
11,50	0,03
11,52	0,02
11,55	0,03
11,57	0,02
11,59	0,02
11,62	0,02
11,64	0,02
11,67	0,02
11,69	0,02
11,72	0,02
11,74	0,02
11,77	0,02
11,79	0,02
11,81	0,02
11,84	0,03
11,86	0,03
11,89	0,03
11,91	0,03
11,94	0,03
11,96	0,03
11,99	0,03
12,01	0,03
12,03	0,04
12,06	0,04
12,08	0,04
12,11	0,04
12,13	0,04
12,16	0,04
12,18	0,04
12,21	0,04
12,23	0,04
12,25	0,04
12,28	0,04
12,30	0,04
12,33	0,04
12,35	0,04
12,38	0,04
12,40	0,04
12,42	0,04
12,45	0,04
12,47	0,04
12,50	0,03
12,52	0,03
12,55	0,03
12,57	0,03
12,60	0,03
12,62	0,03
12,64	0,03
12,67	0,03
12,69	0,02
12,72	0,02
12,74	0,02
12,77	0,02
12,79	0,02
12,82	0,02
12,84	0,02
12,86	0,02
12,89	0,03
12,91	0,03
12,94	0,03
12,96	0,03
12,99	0,03
13,01	0,03
13,04	0,03
13,06	0,03
13,08	0,04
13,11	0,04
13,13	0,04
13,16	0,03
13,18	0,04
13,21	0,04
13,23	0,04
13,26	0,04
13,28	0,04
13,30	0,04
13,33	0,04
13,35	0,04
13,38	0,04
13,40	0,04
13,43	0,04
13,45	0,04
13,47	0,04
13,50	0,04
13,52	0,04
13,55	0,03
13,57	0,04
13,60	0,04
13,62	0,04
13,65	0,03
13,67	0,03
13,69	0,03
13,72	0,03
13,74	0,02
13,77	0,04
13,79	0,04
13,82	0,04
13,84	0,03
13,87	0,03
13,89	0,03
13,91	0,03
13,94	0,03
13,96	0,03
13,99	0,03
14,01	0,03
14,04	0,04
14,06	0,04
14,09	0,04
14,11	0,04
14,13	0,04
14,16	0,03
14,18	0,04
14,21	0,04
14,23	0,03
14,26	0,03
14,28	0,03
14,31	0,03
14,33	0,03
14,35	0,03
14,38	0,03
14,40	0,03
14,43	0,03
14,45	0,03
14,48	0,02
14,50	0,02
14,52	0,03
14,55	0,03
14,57	0,03
14,60	0,03
14,62	0,03
14,65	0,03
14,67	0,03
14,70	0,02
14,72	0,03
14,74	0,03
14,77	0,03
14,79	0,03
14,82	0,03
14,84	0,03
14,87	0,03
14,89	0,03
14,92	0,03
14,94	0,03
14,96	0,03
14,99	0,03
15,01	0,03
15,04	0,03
15,06	0,03
15,09	0,03
15,11	0,03
15,14	0,03
15,16	0,03
15,18	0,03
15,21	0,03
15,23	0,03
15,26	0,03
15,28	0,03
15,31	0,03
15,33	0,03
15,36	0,03
15,38	0,03
15,40	0,03
15,43	0,03
15,45	0,03
15,48	0,03
15,50	0,05
15,53	0,04
15,55	0,04
15,57	0,04
15,60	0,04
15,62	0,04
15,65	0,04
15,67	0,04
15,70	0,04
15,72	0,04
15,75	0,04
15,77	0,04
15,79	0,04
15,82	0,04
15,84	0,04
15,87	0,04
15,89	0,04
15,92	0,04
15,94	0,04
15,97	0,04
15,99	0,04
16,01	0,04
16,04	0,03
16,06	0,03
16,09	0,03
16,11	0,03
16,14	0,03
16,16	0,02
16,19	0,02
16,21	0,02
16,23	0,02
16,26	0,02
16,28	0,02
16,31	0,02
16,33	0,02
16,36	0,02
16,38	0,03
16,41	0,03
16,43	0,02
16,45	0,03
16,48	0,03
16,50	0,03
16,53	0,03
16,55	0,03
16,58	0,04
16,60	0,03
16,63	0,03
16,65	0,03
16,67	0,04
16,70	0,04
16,72	0,04
16,75	0,04
16,77	0,04
16,80	0,04
16,82	0,04
16,84	0,04
16,87	0,04
16,89	0,04
16,92	0,04
16,94	0,05
16,97	0,05
16,99	0,05
17,02	0,04
17,04	0,05
17,06	0,05
17,09	0,05
17,11	0,04
17,14	0,04
17,16	0,04
17,19	0,04
17,21	0,04
17,24	0,04
17,26	0,04
17,28	0,04
17,31	0,03
17,33	0,03
17,36	0,03
17,38	0,03
17,41	0,03
17,43	0,04
17,46	0,04
17,48	0,04
17,50	0,03
17,53	0,03
17,55	0,03
17,58	0,03
17,60	0,03
17,63	0,03
17,65	0,03
17,68	0,03
17,70	0,03
17,72	0,03
17,75	0,03
17,77	0,02
17,80	0,02
17,82	0,02
17,85	0,02
17,87	0,02
17,89	0,02
17,92	0,02
17,94	0,02
17,97	0,02
17,99	0,03
18,02	0,03
18,04	0,03
18,07	0,02
18,09	0,02
18,11	0,02
18,14	0,02
18,16	0,02
18,19	0,02
18,21	0,02
18,24	0,02
18,26	0,02
18,29	0,02
18,31	0,02
18,33	0,02
18,36	0,02
18,38	0,02
18,41	0,02
18,43	0,02
18,46	0,02
18,48	0,02
18,51	0,02
18,53	0,02
18,55	0,02
18,58	0,03
18,60	0,03
18,63	0,03
18,65	0,04
18,68	0,04
18,70	0,04
18,73	0,04
18,75	0,03
18,77	0,04
18,80	0,04
18,82	0,04
18,85	0,04
18,87	0,04
18,90	0,04
18,92	0,04
18,94	0,04
18,97	0,04
18,99	0,04
19,02	0,04
19,04	0,04
19,07	0,04
19,09	0,04
19,12	0,04
19,14	0,04
19,16	0,05
19,19	0,05
19,21	0,05
19,24	0,05
19,26	0,05
19,29	0,05
19,31	0,04
19,34	0,04
19,36	0,04
19,38	0,04
19,41	0,04
19,43	0,04
19,46	0,04
19,48	0,04
19,51	0,04
19,53	0,04
19,56	0,03
19,58	0,03
19,60	0,03
19,63	0,04
19,65	0,04
19,68	0,04
19,70	0,03
19,73	0,03
19,75	0,03
19,78	0,03
19,80	0,03
19,82	0,02
19,85	0,02
19,87	0,03
19,90	0,02
19,92	0,02
19,95	0,02
19,97	0,02
19,99	0,02
20,02	0,02
20,04	0,02
20,07	0,02
20,09	0,02
20,12	0,02
20,14	0,02
20,17	0,02
20,19	0,02
20,21	0,03
20,24	0,03
20,26	0,03
20,29	0,03
20,31	0,03
20,34	0,03
20,36	0,03
20,39	0,03
20,41	0,03
20,43	0,03
20,46	0,03
20,48	0,03
20,51	0,03
20,53	0,02
20,56	0,02
20,58	0,04
20,61	0,04
20,63	0,04
20,65	0,04
20,68	0,03
20,70	0,04
20,73	0,04
20,75	0,04
20,78	0,03
20,80	0,03
20,83	0,03
20,85	0,03
20,87	0,03
20,90	0,03
20,92	0,03
20,95	0,03
20,97	0,03
21,00	0,03
21,02	0,03
21,05	0,03
21,07	0,02
21,09	0,03
21,12	0,03
21,14	0,03
21,17	0,03
21,19	0,03
21,22	0,03
21,24	0,02
21,26	0,02
21,29	0,02
21,31	0,02
21,34	0,02
21,36	0,02
21,39	0,02
21,41	0,02
21,44	0,02
21,46	0,02
21,48	0,02
21,51	0,02
21,53	0,02
21,56	0,03
21,58	0,03
21,61	0,03
21,63	0,03
21,66	0,03
21,68	0,03
21,70	0,03
21,73	0,03
21,75	0,02
21,78	0,02
21,80	0,03
21,83	0,03
21,85	0,03
21,88	0,03
21,90	0,03
21,92	0,03
21,95	0,03
21,97	0,03
22,00	0,03
22,02	0,03
22,05	0,03
22,07	0,03
22,10	0,03
22,12	0,03
22,14	0,03
22,17	0,03
22,19	0,03
22,22	0,02
22,24	0,02
22,27	0,02
22,29	0,02
22,31	0,04
22,34	0,04
22,36	0,04
22,39	0,04
22,41	0,04
22,44	0,04
22,46	0,03
22,49	0,03
22,51	0,04
22,53	0,04
22,56	0,04
22,58	0,04
22,61	0,05
22,63	0,04
22,66	0,04
22,68	0,04
22,71	0,04
22,73	0,04
22,75	0,04
22,78	0,04
22,80	0,04
22,83	0,04
22,85	0,04
22,88	0,04
22,90	0,04
22,93	0,04
22,95	0,04
22,97	0,03
23,00	0,03
23,02	0,04
23,05	0,04
23,07	0,04
23,10	0,04
23,12	0,04
23,15	0,04
23,17	0,03
23,19	0,03
23,22	0,03
23,24	0,03
23,27	0,02
23,29	0,03
23,32	0,03
23,34	0,03
23,36	0,03
23,39	0,03
23,41	0,03
23,44	0,03
23,46	0,02
23,49	0,03
23,51	0,03
23,54	0,03
23,56	0,03
23,58	0,03
23,61	0,03
23,63	0,03
23,66	0,02
23,68	0,03
23,71	0,03
23,73	0,03
23,76	0,02
23,78	0,03
23,80	0,03
23,83	0,03
23,85	0,03
23,88	0,03
23,90	0,03
23,93	0,03
23,95	0,02
23,98	0,03
24,00	0,03
24,02	0,03
24,05	0,03
24,07	0,03
24,10	0,03
24,12	0,03
24,15	0,03
24,17	0,03
24,20	0,03
24,22	0,03
24,24	0,04
24,27	0,04
24,29	0,04
24,32	0,04
24,34	0,04
24,37	0,04
24,39	0,03
24,42	0,04
24,44	0,04
24,46	0,04
24,49	0,04
24,51	0,04
24,54	0,04
24,56	0,04
24,59	0,04
24,61	0,04
24,63	0,05
24,66	0,05
24,68	0,05
24,71	0,04
24,73	0,05
24,76	0,05
24,78	0,05
24,81	0,05
24,83	0,05
24,85	0,05
24,88	0,05
24,90	0,04
24,93	0,04
24,95	0,04
24,98	0,04
25,00	0,04
25,03	0,04
25,05	0,04
25,07	0,04
25,10	0,03
25,12	0,03
25,15	0,03
25,17	0,03
25,20	0,03
25,22	0,03
25,25	0,03
25,27	0,03
25,29	0,03
25,32	0,03
25,34	0,03
25,37	0,03
25,39	0,02
25,42	0,02
25,44	0,02
25,47	0,02
25,49	0,02
25,51	0,02
25,54	0,02
25,56	0,02
25,59	0,02
25,61	0,02
25,64	0,02
25,66	0,02
25,68	0,02
25,71	0,02
25,73	0,02
25,76	0,01
25,78	0,01
25,81	0,01
25,83	0,01
25,86	0,01
25,88	0,01
25,90	0,01
25,93	0,01
25,95	0,01
25,98	0,02
26,00	0,02
26,03	0,02
26,05	0,02
26,08	0,02
26,10	0,02
26,12	0,02
26,15	0,02
26,17	0,03
26,20	0,03
26,22	0,03
26,25	0,03
26,27	0,04
26,30	0,04
26,32	0,04
26,34	0,04
26,37	0,05
26,39	0,05
26,42	0,05
26,44	0,05
26,47	0,05
26,49	0,05
26,52	0,04
26,54	0,04
26,56	0,04
26,59	0,04
26,61	0,04
26,64	0,04
26,66	0,05
26,69	0,05
26,71	0,05
26,73	0,04
26,76	0,04
26,78	0,04
26,81	0,04
26,83	0,04
26,86	0,04
26,88	0,04
26,91	0,04
26,93	0,03
26,95	0,03
26,98	0,03
27,00	0,04
27,03	0,03
27,05	0,03
27,08	0,03
27,10	0,03
27,13	0,03
27,15	0,03
27,17	0,04
27,20	0,04
27,22	0,03
27,25	0,03
27,27	0,03
27,30	0,03
27,32	0,03
27,35	0,03
27,37	0,03
27,39	0,03
27,42	0,03
27,44	0,03
27,47	0,03
27,49	0,03
27,52	0,03
27,54	0,03
27,57	0,03
27,59	0,03
27,61	0,03
27,64	0,03
27,66	0,02
27,69	0,03
27,71	0,03
27,74	0,03
27,76	0,03
27,78	0,03
27,81	0,03
27,83	0,03
27,86	0,03
27,88	0,04
27,91	0,04
27,93	0,04
27,96	0,04
27,98	0,04
28,00	0,04
28,03	0,04
28,05	0,03
28,08	0,05
28,10	0,05
28,13	0,05
28,15	0,05
28,18	0,05
28,20	0,05
28,22	0,05
28,25	0,05
28,27	0,05
28,30	0,05
28,32	0,05
28,35	0,05
28,37	0,05
28,40	0,05
28,42	0,05
28,44	0,05
28,47	0,06
28,49	0,06
28,52	0,06
28,54	0,04
28,57	0,04
28,59	0,04
28,62	0,04
28,64	0,04
28,66	0,04
28,69	0,04
28,71	0,04
28,74	0,03
28,76	0,03
28,79	0,03
28,81	0,03
28,84	0,03
28,86	0,03
28,88	0,03
28,91	0,03
28,93	0,02
28,96	0,02
28,98	0,02
29,01	0,02
29,03	0,02
29,05	0,02
29,08	0,02
29,10	0,02
29,13	0,02
29,15	0,02
29,18	0,02
29,20	0,02
29,23	0,02
29,25	0,02
29,27	0,02
29,30	0,02
29,32	0,02
29,35	0,02
29,37	0,02
29,40	0,02
29,42	0,03
29,45	0,03
29,47	0,03
29,49	0,03
29,52	0,03
29,54	0,03
29,57	0,03
29,59	0,03
29,62	0,03
29,64	0,03
29,67	0,03
29,69	0,03
29,71	0,03
29,74	0,03
29,76	0,03
29,79	0,03
29,81	0,04
29,84	0,04
29,86	0,04
29,89	0,04
29,91	0,05
29,93	0,05
29,96	0,05
29,98	0,04
30,01	0,05
30,03	0,05
30,06	0,05
30,08	0,05
30,10	0,05
30,13	0,05
30,15	0,05
30,18	0,05
30,20	0,05
30,23	0,05
30,25	0,05
30,28	0,05
30,30	0,05
30,32	0,05
30,35	0,05
30,37	0,05
30,40	0,05
30,42	0,05
30,45	0,05
30,47	0,04
30,50	0,04
30,52	0,04
30,54	0,04
30,57	0,04
30,59	0,04
30,62	0,04
30,64	0,04
30,67	0,04
30,69	0,04
30,72	0,04
30,74	0,04
30,76	0,04
30,79	0,04
30,81	0,04
30,84	0,04
30,86	0,05
30,89	0,05
30,91	0,05
30,94	0,04
30,96	0,05
30,98	0,05
31,01	0,05
31,03	0,05
31,06	0,05
31,08	0,05
31,11	0,05
31,13	0,05
31,15	0,05
31,18	0,05
31,20	0,05
31,23	0,05
31,25	0,05
31,28	0,06
31,30	0,06
31,33	0,06
31,35	0,06
31,37	0,07
31,40	0,06
31,42	0,06
31,45	0,07
31,47	0,07
31,50	0,07
31,52	0,07
31,55	0,08
31,57	0,08
31,59	0,08
31,62	0,07
31,64	0,08
31,67	0,08
31,69	0,07
31,72	0,07
31,74	0,09
31,77	0,09
31,79	0,09
31,81	0,10
31,84	0,10
31,86	0,10
31,89	0,10
31,91	0,09
31,94	0,10
31,96	0,10
31,99	0,10
32,01	0,10
32,03	0,10
32,06	0,10
32,08	0,10
32,11	0,09
32,13	0,09
32,16	0,09
32,18	0,08
32,20	0,09
32,23	0,09
32,25	0,10
32,28	0,10
32,30	0,10
32,33	0,10
32,35	0,10
32,38	0,10
32,40	0,09
32,42	0,09
32,45	0,09
32,47	0,08
32,50	0,08
32,52	0,09
32,55	0,09
32,57	0,09
32,60	0,09
32,62	0,09
32,64	0,09
32,67	0,09
32,69	0,09
32,72	0,09
32,74	0,10
32,77	0,10
32,79	0,11
32,82	0,11
32,84	0,11
32,86	0,11
32,89	0,12
32,91	0,11
32,94	0,11
32,96	0,13
32,99	0,13
33,01	0,13
33,04	0,13
33,06	0,14
33,08	0,15
33,11	0,16
33,13	0,16
33,16	0,16
33,18	0,17
33,21	0,17
33,23	0,17
33,26	0,18
33,28	0,19
33,30	0,19
33,33	0,18
33,35	0,18
33,38	0,19
33,40	0,19
33,43	0,19
33,45	0,20
33,47	0,22
33,50	0,22
33,52	0,22
33,55	0,22
33,57	0,23
33,60	0,22
33,62	0,21
33,65	0,22
33,67	0,23
33,69	0,23
33,72	0,23
33,74	0,24
33,77	0,24
33,79	0,24
33,82	0,24
33,84	0,23
33,87	0,24
33,89	0,24
33,91	0,23
33,94	0,24
33,96	0,25
33,99	0,25
34,01	0,25
34,04	0,25
34,06	0,25
34,09	0,25
34,11	0,25
34,13	0,24
34,16	0,25
34,18	0,26
34,21	0,25
34,23	0,24
34,26	0,25
34,28	0,25
34,31	0,25
34,33	0,24
34,35	0,24
34,38	0,23
34,40	0,22
34,43	0,22
34,45	0,23
34,48	0,22
34,50	0,22
34,52	0,22
34,55	0,22
34,57	0,22
34,60	0,21
34,62	0,21
34,65	0,21
34,67	0,19
34,70	0,19
34,72	0,19
34,74	0,19
34,77	0,18
34,79	0,18
34,82	0,18
34,84	0,17
34,87	0,16
34,89	0,17
34,92	0,17
34,94	0,17
34,96	0,17
34,99	0,16
35,01	0,17
35,04	0,17
35,06	0,16
35,09	0,16
35,11	0,16
35,14	0,16
35,16	0,15
35,18	0,14
35,21	0,15
35,23	0,14
35,26	0,14
35,28	0,13
35,31	0,13
35,33	0,13
35,36	0,13
35,38	0,12
35,40	0,13
35,43	0,13
35,45	0,12
35,48	0,12
35,50	0,12
35,53	0,12
35,55	0,10
35,57	0,09
35,60	0,10
35,62	0,10
35,65	0,09
35,67	0,08
35,70	0,08
35,72	0,08
35,75	0,08
35,77	0,07
35,79	0,07
35,82	0,07
35,84	0,07
35,87	0,07
35,89	0,07
35,92	0,07
35,94	0,06
35,97	0,06
35,99	0,06
36,01	0,06
36,04	0,05
36,06	0,05
36,09	0,05
36,11	0,05
36,14	0,04
36,16	0,04
36,19	0,04
36,21	0,04
36,23	0,04
36,26	0,04
36,28	0,04
36,31	0,04
36,33	0,03
36,36	0,04
36,38	0,04
36,41	0,03
36,43	0,03
36,45	0,03
36,48	0,03
36,50	0,03
36,53	0,03
36,55	0,03
36,58	0,03
36,60	0,03
36,62	0,04
36,65	0,04
36,67	0,04
36,70	0,03
36,72	0,03
36,75	0,03
36,77	0,03
36,80	0,03
36,82	0,03
36,84	0,03
36,87	0,03
36,89	0,02
36,92	0,02
36,94	0,02
36,97	0,02
36,99	0,02
37,02	0,02
37,04	0,02
37,06	0,02
37,09	0,02
37,11	0,02
37,14	0,02
37,16	0,02
37,19	0,02
37,21	0,02
37,24	0,02
37,26	0,02
37,28	0,01
37,31	0,01
37,33	0,01
37,36	0,01
37,38	0,01
37,41	0,01
37,43	0,01
37,46	0,01
37,48	0,01
37,50	0,01
37,53	0,01
37,55	0,01
37,58	0,01
37,60	0,01
37,63	0,01
37,65	0,01
37,68	0,01
37,70	0,01
37,72	0,01
37,75	0,01
37,77	0,01
37,80	0,01
37,82	0,01
37,85	0,01
37,87	0,01
37,89	0,01
37,92	0,01
37,94	0,01
37,97	0,01
37,99	0,01
38,02	0,01
38,04	0,01
38,07	0,01
38,09	0,01
38,11	0,01
38,14	0,01
38,16	0,01
38,19	0,01
38,21	0,01
38,24	0,01
38,26	0,01
38,29	0,01
38,31	0,01
38,33	0,01
38,36	0,01
38,38	0,01
38,41	0,01
38,43	0,01
38,46	0,01
38,48	0,01
38,51	0,01
38,53	0,01
38,55	0,01
38,58	0,01
38,60	0,01
38,63	0,01
38,65	0,01
38,68	0,01
38,70	0,01
38,73	0,01
38,75	0,01
38,77	0,01
38,80	0,01
38,82	0,01
38,85	0,01
38,87	0,01
38,90	0,01
38,92	0,01
38,94	0,01
38,97	0,01
38,99	0,01
39,02	0,01
39,04	0,01
39,07	0,01
39,09	0,01
39,12	0,01
39,14	0,01
39,16	0,01
39,19	0,01
39,21	0,01
39,24	0,01
39,26	0,01
39,29	0,01
39,31	0,01
39,34	0,01
39,36	0,01
39,38	0,01
39,41	0,01
39,43	0,01
39,46	0,01
39,48	0,01
39,51	0,01
39,53	0,01
39,56	0,01
39,58	0,01
39,60	0,01
39,63	0,01
39,65	0,01
39,68	0,01
39,70	0,01
39,73	0,01
39,75	0,01
39,78	0,01
39,80	0,01
39,82	0,01
39,85	0,01
39,87	0,01
39,90	0,01
39,92	0,01
39,95	0,01
39,97	0,01
39,99	0,01
40,02	0,01
40,04	0,01
40,07	0,01
40,09	0,01
40,12	0,01
40,14	0,01
40,17	0,01
40,19	0,01
40,21	0,01
40,24	0,01
40,26	0,01
40,29	0,01
40,31	0,01
40,34	0,01
40,36	0,01
40,39	0,01
40,41	0,01
40,43	0,01
40,46	0,01
40,48	0,01
40,51	0,01
40,53	0,01
40,56	0,01
40,58	0,01
40,61	0,01
40,63	0,01
40,65	0,01
40,68	0,01
40,70	0,01
40,73	0,01
40,75	0,01
40,78	0,01
40,80	0,01
40,83	0,01
40,85	0,01
40,87	0,01
40,90	0,01
40,92	0,01
40,95	0,01
40,97	0,01
41,00	0,01
41,02	0,01
41,05	0,01
41,07	0,01
41,09	0,01
41,12	0,01
41,14	0,01
41,17	0,01
41,19	0,01
41,22	0,01
41,24	0,01
41,26	0,01
41,29	0,01
41,31	0,01
41,34	0,01
41,36	0,01
41,39	0,01
41,41	0,01
41,44	0,01
41,46	0,01
41,48	0,01
41,51	0,01
41,53	0,01
41,56	0,01
41,58	0,01
41,61	0,01
41,63	0,01
41,66	0,01
41,68	0,01
41,70	0,01
41,73	0,01
41,75	0,01
41,78	0,01
41,80	0,01
41,83	0,01
41,85	0,01
41,88	0,01
41,90	0,01
41,92	0,01
41,95	0,01
41,97	0,01
42,00	0,01
42,02	0,01
42,05	0,01
42,07	0,01
42,10	0,01
42,12	0,01
42,14	0,01
42,17	0,01
42,19	0,01
42,22	0,02
42,24	0,02
42,27	0,02
42,29	0,02
42,31	0,02
42,34	0,02
42,36	0,02
42,39	0,02
42,41	0,03
42,44	0,03
42,46	0,03
42,49	0,03
42,51	0,03
42,53	0,03
42,56	0,03
42,58	0,03
42,61	0,03
42,63	0,03
